"","V1","V2"
"1",0.496647394178532,0.0173683331063381
"2",0.507888135535396,0.0205956914236107
"3",0.496480747334848,0.0190942598499531
"4",0.532502256184784,0.0187974717121586
"5",0.504748943524874,0.0166773572810857
"6",0.483903305335966,0.0167447232322637
"7",0.520584136089636,0.0141221842751308
"8",0.500397562068765,0.0164573242611978
"9",0.491599747332753,0.0148297869450703
"10",0.541701183978632,0.0178613495930057
"11",0.568244572136197,0.0133807333175911
"12",0.504703971032048,0.0158549858859211
"13",0.517854908528054,0.0222456558889346
"14",0.504591055139702,0.017105609638855
"15",0.509751164597169,0.0174135242241394
"16",0.514220234423836,0.0200624799799804
"17",0.516244647282072,0.016518739380048
"18",0.486671041421875,0.0153102889241146
"19",0.480683103818992,0.0165137583884431
"20",0.506425571853101,0.0155440759371981
"21",0.512521358223893,0.0167097565358608
"22",0.489735048760799,0.0191129686520087
"23",0.518483489702028,0.0215546460721693
"24",0.503246998724656,0.0163820423097867
"25",0.476320663679955,0.0154967024028035
"26",0.534379211041349,0.0176687930857417
"27",0.498194142506125,0.0163401125953083
"28",0.529285795294309,0.0162305889460965
"29",0.500215496701845,0.0175570763765312
"30",0.509611331201397,0.0153815851578673
"31",0.498047388923596,0.0156518269897781
"32",0.487511727580948,0.014206677805872
"33",0.591957646149378,0.0514615335142488
"34",0.484801946882398,0.0154158695790154
"35",0.508787026986221,0.0166492697015123
"36",0.526465781948183,0.0166454090612997
"37",0.530693386470279,0.0163172022976483
"38",0.519373632525793,0.0143268640155269
"39",0.542685239776847,0.018963490114775
"40",0.530916729827805,0.0225708550155625
"41",0.534979118998953,0.0309215240432933
"42",0.507521841171699,0.0149354208006948
"43",0.52319531768241,0.0176570997736203
"44",0.50352830821848,0.016661595651091
"45",0.513254937026198,0.0173842891330862
"46",0.493951523680029,0.0149282555053722
"47",0.550372536427365,0.0172800991902147
"48",0.471810107348142,0.0162659370500864
"49",0.495259467350382,0.0164362583194189
"50",0.520409827042403,0.0218596161251286
"51",0.540452052801202,0.0197819228584921
"52",0.512401666272236,0.0148472904686672
"53",0.492213875354528,0.0163952679496164
"54",0.498679937825289,0.0149534721396974
"55",0.482709749158933,0.0154417109618462
"56",0.500073662417124,0.0216058977134836
"57",0.538938922306649,0.0156160075344437
"58",0.497858895257487,0.0160116462867234
"59",0.503399091791427,0.017501201447943
"60",0.505318830745884,0.0139079714377006
"61",0.494046006227826,0.0163585827376432
"62",0.499210215330813,0.0160266818661307
"63",0.50223219119022,0.0179481424799589
"64",0.541909621618533,0.014348235585835
"65",0.517297344046852,0.0148904969869069
"66",0.503409757419985,0.0173795571874091
"67",0.519989835698587,0.016314855589161
"68",0.502397609183822,0.0160774843914261
"69",0.514106951238491,0.0153280749574337
"70",0.512591496469292,0.0155244583458087
"71",0.51288413978514,0.019039077209025
"72",0.492140315937423,0.0154204941099537
"73",0.525119639578375,0.0194813651891424
"74",0.534554170333383,0.0222645026335991
"75",0.516898818833485,0.0160118350807477
"76",0.526644452509294,0.0182844248668035
"77",0.515098907448133,0.014557927414751
"78",0.539797180209469,0.0208859640388974
"79",0.497927822494165,0.0175259568977852
"80",0.517833924771161,0.020769174105637
"81",0.505989066634064,0.0136041068737818
"82",0.509403799553564,0.014794354029296
"83",0.505130302866452,0.0164319594081056
"84",0.546010912592523,0.0178611472314851
"85",0.53597367745042,0.01767752344709
"86",0.512343356070206,0.0151441504520481
"87",0.509455991637887,0.0149742523433708
"88",0.480700642900711,0.0147343291990349
"89",0.511077971492234,0.019209731755807
"90",0.487724440689454,0.0161828349856841
"91",0.485837335971079,0.0243586745506252
"92",0.482138810226713,0.0157833987876896
"93",0.504819483799703,0.0150032499542699
"94",0.522948139365112,0.0156701633458016
"95",0.50081719836471,0.0173520487031731
"96",0.498589232401526,0.0147554006941249
"97",0.501776609900951,0.0161099196327783
"98",0.476526730353094,0.0146460564546819
"99",0.511629227520282,0.0222580532200859
"100",0.500860951873562,0.0159743760620275
"101",0.509619711180075,0.0183426874519803
"102",0.486665759619677,0.018551186644335
"103",0.513992165920979,0.0235325469806014
"104",0.532732566095019,0.0221456291653212
"105",0.517286409286281,0.0190707298146149
"106",0.50141890810603,0.0151564784264403
"107",0.525133323419209,0.0187432254691847
"108",0.52401353669776,0.0154411329301011
"109",0.559936551110788,0.0196206627266003
"110",0.496518918035109,0.0150711093629076
"111",0.530027705692472,0.0168383695787705
"112",0.472177810293786,0.0156066645288503
"113",0.470994791679954,0.0149065365797099
"114",0.497261582073138,0.0173369185832006
"115",0.485767180176217,0.0153751049994047
"116",0.549707612404552,0.0200532882437653
"117",0.492508677036407,0.0168264507018015
"118",0.492031433891795,0.0148212876336145
"119",0.518141312230817,0.0144015568575931
"120",0.523073206657918,0.0168227602224327
"121",0.513849024160666,0.0203129969128558
"122",0.517989614150498,0.0217224634394649
"123",0.507747474843337,0.015169149983743
"124",0.548506830339496,0.0172975413972012
"125",0.503209876185833,0.0151800186663243
"126",0.528115856457249,0.020214535478517
"127",0.507493818145307,0.0155979543285676
"128",0.522470181369514,0.0297533216484222
"129",0.500819169289034,0.0274583179242322
"130",0.512267856051966,0.0185500791868391
"131",0.486817870342755,0.0154042742697309
"132",0.557018957660946,0.018964859988062
"133",0.50126800687615,0.0169440372075162
"134",0.547822088048965,0.0136420043213
"135",0.520188728934713,0.0215941135211602
"136",0.480728478525304,0.0136634613555332
"137",0.517804127765929,0.0190719276293161
"138",0.483657115087159,0.0143028692486902
"139",0.524667728453154,0.0174634597636456
"140",0.508405990974438,0.0150021774372809
"141",0.518815553786197,0.0196917190853558
"142",0.518946233591691,0.0213536206450212
"143",0.506469867053066,0.0166754407917202
